2017-09,0.9
2017-10,16.8
2017-10,0.5
2017-10,0.7
2017-10,21.0
2017-10,2.3000000000000003
2017-10,0.7
2017-10,0.7
2017-10,0.6
2017-10,12.3
2017-10,673.3000000000001
2017-10,213.10000000000002
2017-10,48.7
2017-11,0.5
2017-11,3.0
2017-11,7.7
2017-11,0.8
2017-11,26.9
2017-11,10.6
2017-12,0.4
2017-12,0.5
2017-12,0.6
2017-12,0.8
2017-12,0.8
2017-12,4.8
2017-12,0.5
2017-12,105.4
2017-12,0.5
